order_id,company,courier_id,created_at,pickup_time,estimated_arrival,delivery_time,distance_km,est_duration_min,actual_duration_min,delay_minutes,status,root_cause,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,zone,items_count,courier_rating,courier_experience_years,vehicle_type,weather,traffic_level,qc_flag,qc_issue_type,attempt_count
FAS_O000048,FastMove,FAS_C0112,2025-10-21 03:09:57.134293,2025-10-21 03:28:57.134293,2025-10-21 03:44:57.134293,2025-10-21 03:50:57.134293,2.47,16,22,6,Delivered,Operational,35.63624,51.461579,35.794507,51.472393,North,1,5.0,1.0,Bike,Snow,Low,False,,1
FAS_O000049,FastMove,FAS_C0097,2025-11-01 05:24:15.134293,2025-11-01 05:42:15.134293,2025-11-01 06:12:15.134293,2025-11-01 06:12:15.134293,5.37,30,30,0,Delivered,None,35.544856,51.428858,35.761546,51.378717,East,1,5.0,0.2,Bike,Clear,Low,False,,1
FAS_O000050,FastMove,FAS_C0202,2025-09-29 08:32:38.134293,2025-09-29 08:39:38.134293,2025-09-29 09:06:38.134293,2025-09-29 09:10:38.134293,2.22,27,31,4,Delivered,Customer Not Available,35.764572,51.358807,35.792467,51.478985,Outskirts,1,4.3,1.5,Van,Clear,Low,True,Damaged,1
FAS_O000051,FastMove,FAS_C0182,2025-10-26 15:40:56.134293,2025-10-26 16:01:56.134293,2025-10-26 16:19:56.134293,2025-10-26 16:52:56.134293,0.5,18,51,33,Delivered,Traffic,35.582904,51.425531,35.592615,51.35411,East,2,4.7,0.9,Bike,Clear,High,False,,1
FAS_O000052,FastMove,FAS_C0180,2025-10-28 01:10:54.134293,2025-10-28 01:16:54.134293,2025-10-28 01:36:54.134293,2025-10-28 01:59:54.134293,0.74,20,43,23,Delivered,Traffic,35.778364,51.367245,35.812064,51.340917,Center,5,4.2,1.0,Motorbike,Clear,High,False,,1
FAS_O000053,FastMove,FAS_C0153,2025-11-30 19:21:16.134293,2025-11-30 19:42:16.134293,2025-11-30 20:26:16.134293,2025-11-30 20:42:16.134293,4.15,44,60,16,Delivered,Traffic,35.570747,51.40239,35.718379,51.533612,Outskirts,2,5.0,2.5,Bike,Hot,High,False,,2
FAS_O000054,FastMove,FAS_C0155,2025-09-20 14:49:21.134293,2025-09-20 15:11:21.134293,2025-09-20 15:28:21.134293,2025-09-20 15:36:21.134293,1.71,17,25,8,Delivered,Traffic,35.77124,51.507774,35.648912,51.349438,Outskirts,1,4.6,0.1,Bike,Clear,Medium,False,,1
FAS_O000055,FastMove,FAS_C0155,2025-10-04 12:54:39.134293,2025-10-04 13:07:39.134293,2025-10-04 13:31:39.134293,2025-10-04 13:34:39.134293,4.5,24,27,3,Delivered,Vehicle Issue,35.806969,51.210275,35.883003,51.36137,West,1,3.5,0.9,Car,Clear,Medium,False,,1
FAS_O000056,FastMove,FAS_C0040,2025-10-30 01:01:02.134293,2025-10-30 01:19:02.134293,2025-10-30 01:44:02.134293,2025-10-30 01:44:02.134293,1.58,25,25,0,Delivered,None,35.752692,51.46196,35.735388,51.289672,West,2,5.0,1.7,Car,Clear,Low,False,,1
FAS_O000057,FastMove,FAS_C0048,2025-09-04 23:06:35.134293,2025-09-04 23:18:35.134293,2025-09-04 23:45:35.134293,2025-09-04 23:56:35.134293,2.83,27,38,11,Delivered,Traffic,35.723704,51.360708,35.694862,51.27799,South,1,5.0,1.9,Bike,Clear,Medium,False,,1
FAS_O000058,FastMove,FAS_C0046,2025-11-26 08:06:02.134293,2025-11-26 08:12:02.134293,2025-11-26 08:32:02.134293,2025-11-26 08:37:02.134293,3.34,20,25,5,Delivered,Traffic,35.684939,51.433603,35.702434,51.325442,Center,2,5.0,4.7,Van,Rain,Medium,False,,1
FAS_O000059,FastMove,FAS_C0089,2025-09-22 17:58:44.134293,2025-09-22 18:14:44.134293,2025-09-22 18:41:44.134293,2025-09-22 18:49:44.134293,2.7,27,35,8,Delivered,Weather,35.822911,51.467296,35.75748,51.32034,Center,2,3.9,0.2,Motorbike,Clear,Severe,False,,1
FAS_O000060,FastMove,FAS_C0034,2025-10-01 14:09:51.134293,2025-10-01 14:19:51.134293,2025-10-01 14:49:51.134293,2025-10-01 14:52:51.134293,4.11,30,33,3,Delivered,Vehicle Issue,35.812902,51.416027,35.672994,51.408881,Center,3,4.4,1.4,Van,Clear,Medium,False,,1
FAS_O000061,FastMove,FAS_C0047,2025-10-20 04:40:57.134293,2025-10-20 04:45:57.134293,2025-10-20 04:55:57.134293,2025-10-20 04:59:57.134293,1.41,10,14,4,Failed,Customer Not Available,35.686797,51.481494,35.595489,51.529964,South,1,5.0,1.0,Motorbike,Clear,Low,True,Damaged,1
FAS_O000062,FastMove,FAS_C0117,2025-11-09 21:43:26.134293,2025-11-09 22:08:26.134293,2025-11-09 22:32:26.134293,2025-11-09 23:03:26.134293,1.87,24,55,31,Delivered,Traffic,35.56051,51.408807,35.65077,51.388429,South,1,4.5,0.7,Van,Rain,High,False,,2
FAS_O000063,FastMove,FAS_C0026,2025-10-15 17:02:50.134293,2025-10-15 17:21:50.134293,2025-10-15 17:39:50.134293,2025-10-15 18:20:50.134293,0.89,18,59,41,Delivered,Operational,35.620711,51.369374,35.671792,51.348566,Outskirts,2,4.5,1.9,Van,Rain,High,True,Late,1
FAS_O000064,FastMove,FAS_C0233,2025-09-05 07:31:22.134293,2025-09-05 07:55:22.134293,2025-09-05 08:14:22.134293,2025-09-05 08:30:22.134293,0.83,19,35,16,Delivered,Customer Not Available,35.642636,51.346553,35.638943,51.451001,Outskirts,1,4.5,1.7,Car,Rain,Low,False,,2
FAS_O000065,FastMove,FAS_C0178,2025-09-05 06:59:34.134293,2025-09-05 07:06:34.134293,2025-09-05 07:54:34.134293,2025-09-05 07:54:34.134293,6.35,48,48,0,Delivered,None,35.63706,51.375747,35.748953,51.429693,North,1,3.9,3.5,Motorbike,Clear,Low,False,,2
FAS_O000066,FastMove,FAS_C0062,2025-10-12 00:21:29.134293,2025-10-12 00:31:29.134293,2025-10-12 01:27:29.134293,2025-10-12 01:33:29.134293,7.76,56,62,6,Delivered,Wrong Address,35.766096,51.267917,35.695233,51.365266,West,2,4.9,0.1,Motorbike,Clear,Low,False,,1
FAS_O000067,FastMove,FAS_C0039,2025-11-19 01:55:33.134293,2025-11-19 02:03:33.134293,2025-11-19 02:45:33.134293,2025-11-19 02:45:33.134293,5.69,42,42,0,Delivered,None,35.691672,51.444889,35.655954,51.336682,South,3,5.0,2.0,Van,Clear,Low,False,,1
FAS_O000068,FastMove,FAS_C0300,2025-11-02 04:38:56.134293,2025-11-02 04:52:56.134293,2025-11-02 05:01:56.134293,2025-11-02 05:24:56.134293,1.57,9,32,23,Delivered,Operational,35.639753,51.462647,35.788168,51.440701,Outskirts,1,4.9,2.6,Van,Clear,High,False,,1
FAS_O000069,FastMove,FAS_C0087,2025-11-27 03:16:53.134293,2025-11-27 03:25:53.134293,2025-11-27 03:52:53.134293,2025-11-27 04:08:53.134293,3.65,27,43,16,Delivered,Traffic,35.623628,51.357363,35.693735,51.31025,East,2,4.8,3.2,Car,Clear,High,False,,1
FAS_O000070,FastMove,FAS_C0100,2025-09-18 23:30:58.134293,2025-09-18 23:55:58.134293,2025-09-19 00:33:58.134293,2025-09-19 00:33:58.134293,4.66,38,38,0,Delivered,None,35.94958,51.364536,35.644077,51.159621,North,3,3.9,1.8,Van,Clear,Medium,False,,1
FAS_O000071,FastMove,FAS_C0216,2025-11-28 05:12:27.134293,2025-11-28 05:33:27.134293,2025-11-28 05:49:27.134293,2025-11-28 05:49:27.134293,0.58,16,16,0,Delivered,None,35.787603,51.298012,35.786632,51.352437,West,2,3.7,0.3,Motorbike,Clear,Medium,False,,1
FAS_O000072,FastMove,FAS_C0268,2025-11-02 04:58:57.134293,2025-11-02 05:06:57.134293,2025-11-02 05:31:57.134293,2025-11-02 05:43:57.134293,1.8,25,37,12,Cancelled,Weather,35.80068,51.328474,35.781205,51.404455,West,1,3.8,1.2,Car,Clear,High,False,,1
FAS_O000073,FastMove,FAS_C0115,2025-11-29 10:22:39.134293,2025-11-29 10:35:39.134293,2025-11-29 10:48:39.134293,2025-11-29 10:58:39.134293,1.72,13,23,10,Delivered,Customer Not Available,35.703855,51.224398,35.745513,51.458783,Outskirts,2,5.0,1.0,Car,Clear,Severe,False,,1
FAS_O000074,FastMove,FAS_C0214,2025-12-01 00:47:49.134293,2025-12-01 01:09:49.134293,2025-12-01 02:14:49.134293,2025-12-01 02:29:49.134293,9.02,65,80,15,Delivered,Traffic,35.654994,51.322586,35.66963,51.457093,Outskirts,4,4.9,0.9,Bike,Clear,High,False,,1
FAS_O000075,FastMove,FAS_C0109,2025-11-10 16:50:37.134293,2025-11-10 17:06:37.134293,2025-11-10 17:35:37.134293,2025-11-10 18:03:37.134293,3.19,29,57,28,Failed,Wrong Address,35.920317,51.188622,35.670899,51.305663,Outskirts,1,5.0,1.4,Bike,Hot,High,False,,1
FAS_O000076,FastMove,FAS_C0004,2025-09-15 11:05:55.134293,2025-09-15 11:26:55.134293,2025-09-15 11:36:55.134293,2025-09-15 11:41:55.134293,0.85,10,15,5,Delivered,Traffic,35.574681,51.396323,35.675651,51.339207,Outskirts,2,5.0,1.3,Motorbike,Clear,Low,False,,1
FAS_O000077,FastMove,FAS_C0053,2025-10-20 02:00:33.134293,2025-10-20 02:25:33.134293,2025-10-20 02:39:33.134293,2025-10-20 02:39:33.134293,0.68,14,14,0,Delivered,None,35.729403,51.35838,35.646812,51.352757,West,2,4.4,2.6,Van,Clear,Medium,False,,1
FAS_O000078,FastMove,FAS_C0094,2025-09-26 22:53:59.134293,2025-09-26 23:12:59.134293,2025-09-26 23:37:59.134293,2025-09-26 23:46:59.134293,1.84,25,34,9,Delivered,Traffic,35.677722,51.52324,35.826018,51.425944,Center,1,4.8,2.0,Car,Rain,Low,False,,1
FAS_O000079,FastMove,FAS_C0232,2025-09-16 21:21:44.134293,2025-09-16 21:33:44.134293,2025-09-16 21:45:44.134293,2025-09-16 22:02:44.134293,0.85,12,29,17,Delivered,Wrong Address,35.558425,51.334978,35.671601,51.423905,South,1,4.1,1.6,Bike,Clear,Severe,False,,1
FAS_O000080,FastMove,FAS_C0139,2025-11-12 12:04:29.134293,2025-11-12 12:25:29.134293,2025-11-12 12:59:29.134293,2025-11-12 12:59:29.134293,4.52,34,34,0,Delivered,None,35.840232,51.290518,35.654096,51.306212,Center,2,4.0,2.3,Van,Clear,Low,False,,1
FAS_O000081,FastMove,FAS_C0068,2025-09-26 16:11:27.134293,2025-09-26 16:20:27.134293,2025-09-26 16:54:27.134293,2025-09-26 17:12:27.134293,5.2,34,52,18,Delivered,Customer Not Available,35.693164,51.444516,35.883456,51.392038,South,3,5.0,4.6,Bike,Clear,Severe,False,,1
FAS_O000082,FastMove,FAS_C0121,2025-09-13 13:36:01.134293,2025-09-13 14:01:01.134293,2025-09-13 14:07:01.134293,2025-09-13 14:07:01.134293,0.94,6,6,0,Cancelled,None,35.835674,51.355961,35.711299,51.503286,East,5,4.1,3.4,Car,Clear,Medium,False,,1
FAS_O000083,FastMove,FAS_C0132,2025-09-14 07:15:33.134293,2025-09-14 07:30:33.134293,2025-09-14 08:27:33.134293,2025-09-14 08:52:33.134293,8.12,57,82,25,Delivered,Wrong Address,35.60486,51.393074,35.744478,51.411173,South,3,5.0,0.1,Motorbike,Clear,High,False,,1
FAS_O000084,FastMove,FAS_C0138,2025-11-26 07:12:36.134293,2025-11-26 07:34:36.134293,2025-11-26 08:10:36.134293,2025-11-26 08:12:36.134293,4.43,36,38,2,Delivered,Wrong Address,35.798866,51.343866,35.777156,51.341963,North,4,4.9,7.9,Bike,Clear,Low,False,,1
FAS_O000085,FastMove,FAS_C0046,2025-11-29 11:53:42.134293,2025-11-29 12:14:42.134293,2025-11-29 12:38:42.134293,2025-11-29 12:52:42.134293,3.39,24,38,14,Delivered,Customer Not Available,35.65336,51.405613,35.7365,51.336548,East,1,4.6,0.1,Van,Rain,Low,False,,1
FAS_O000086,FastMove,FAS_C0045,2025-10-10 02:46:43.134293,2025-10-10 02:58:43.134293,2025-10-10 03:46:43.134293,2025-10-10 03:46:43.134293,6.22,48,48,0,Delivered,None,35.785947,51.27817,35.65941,51.472887,Outskirts,5,4.4,2.0,Car,Hot,Medium,False,,2
FAS_O000087,FastMove,FAS_C0060,2025-10-01 00:47:38.134293,2025-10-01 01:03:38.134293,2025-10-01 01:32:38.134293,2025-10-01 01:50:38.134293,3.84,29,47,18,Delivered,Traffic,35.640523,51.396117,35.745575,51.239167,West,2,4.7,0.0,Van,Clear,High,False,,2
FAS_O000088,FastMove,FAS_C0256,2025-10-29 16:49:50.134293,2025-10-29 16:57:50.134293,2025-10-29 17:46:50.134293,2025-10-29 18:04:50.134293,7.6,49,67,18,Delivered,Wrong Address,35.812631,51.393351,35.50968,51.482556,Center,1,4.7,0.5,Motorbike,Rain,Low,False,,1
